"2020-05-13:09:00;36;0;0
"2020-05-28:09:00;31;24858;445182
"2020-05-28:10:00;36;32765;514356
"2020-05-28:11:00;37;31182;512446
"2020-05-28:12:00;35;29055;474028
"2020-05-28:13:00;34;30241;487796
"2020-05-28:14:00;37;29364;515863
"2020-05-28:15:00;39;30203;523963
"2020-05-28:16:00;99;27774;485284
"2020-05-28:17:00;31;27662;426502
"2020-05-28:18:00;25;19517;326744
"2020-05-28:19:00;24;17398;290526
"2020-05-28:20:00;39;15377;229489
"2020-05-28:21:00;19;10352;150210
"2020-05-28:22:00;15;5667;77132
"2020-05-28:23:00;14;2913;48727
"2020-05-29:00:00;17;1912;59611
"2020-05-29:01:00;15;873;41884
"2020-05-29:02:00;15;2913;71979
"2020-05-29:03:00;14;2592;51676
"2020-05-29:04:00;13;1249;35994
"2020-05-29:05:00;12;628;24051
"2020-05-29:06:00;12;1543;34437
"2020-05-29:07:00;14;6417;77176
"2020-05-29:08:00;18;11950;198591
"2020-05-29:09:00;33;24147;434634
"2020-05-29:10:00;37;27685;508022
"2020-05-29:11:00;38;28947;514618
"2020-05-29:12:00;36;27096;468254
"2020-05-29:13:00;33;26926;472780
"2020-05-29:14:00;39;30387;498860
"2020-05-29:15:00;41;34696;533395
"2020-05-29:16:00;96;29018;492296
"2020-05-29:17:00;28;24593;428463
"2020-05-29:18:00;26;18904;321971
"2020-05-29:19:00;26;16273;263355
"2020-05-29:20:00;29;13008;221126
"2020-05-29:21:00;17;8628;127980
"2020-05-29:22:00;16;4722;74097
"2020-05-29:23:00;14;2350;32679
"2020-05-30:00:00;16;1198;45708
"2020-05-30:01:00;16;5771;60347
"2020-05-30:02:00;17;436;104192
"2020-05-30:03:00;14;1741;57088
"2020-05-30:04:00;15;962;37193
"2020-05-30:05:00;12;314;10505
"2020-05-30:06:00;12;1033;19497
"2020-05-30:07:00;13;4964;54744
"2020-05-30:08:00;16;9430;153027
"2020-05-30:09:00;23;19610;350939
"2020-05-30:10:00;31;23981;456908
"2020-05-30:11:00;36;24045;451149
"2020-05-30:12:00;35;22047;425993
"2020-05-30:13:00;32;19200;375689
"2020-05-30:14:00;28;21151;350187
"2020-05-30:15:00;26;16696;307944
"2020-05-30:16:00;28;15781;172171
"2020-05-30:17:00;25;10895;150435
"2020-05-30:18:00;24;9976;144856
"2020-05-30:19:00;23;8761;132063
"2020-05-30:20:00;33;8617;106822
"2020-05-30:21:00;22;12604;135373
"2020-05-30:22:00;17;4267;146355
"2020-05-30:23:00;17;16511;75853
"2020-05-31:00:00;16;7457;31305
"2020-05-31:01:00;18;1448;36090
"2020-05-31:02:00;17;659;19290
"2020-05-31:03:00;27;102;2681
"2020-05-31:04:00;15;725;28796
"2020-05-31:05:00;16;994;40382
"2020-05-31:06:00;18;4698;58720
"2020-05-31:07:00;16;9938;94503
"2020-05-31:08:00;20;11596;109300
"2020-05-31:09:00;20;13546;130364
"2020-05-31:10:00;18;15365;155633
"2020-05-31:11:00;24;16791;167435
"2020-05-31:12:00;19;16218;161112
"2020-05-31:13:00;22;15272;152902
"2020-05-31:14:00;18;14774;145399
"2020-05-31:15:00;21;15720;139361
"2020-05-31:16:00;19;15761;138261
"2020-05-31:17:00;19;16901;167825
"2020-05-31:18:00;19;22194;186872
"2020-05-31:19:00;18;22237;183593
"2020-05-31:20:00;19;20967;167517
"2020-05-31:21:00;17;19488;144747
"2020-05-31:22:00;17;10376;142810
"2020-05-31:23:00;13;10508;124305
"2020-06-01:00:00;13;5781;85451
"2020-06-01:01:00;18;9311;96905
"2020-06-01:02:00;21;14694;97813
"2020-06-01:03:00;15;5362;112248
"2020-06-01:04:00;23;4552;122307
"2020-06-01:05:00;12;4515;109039
"2020-06-01:06:00;14;2040;58538
"2020-06-01:07:00;13;4646;81512
"2020-06-01:08:00;20;11043;196584
"2020-06-01:09:00;31;22456;453648
"2020-06-01:10:00;35;27798;526777
"2020-06-01:11:00;38;33078;528479
"2020-06-01:12:00;36;28872;490364
"2020-06-01:13:00;38;27513;502312
"2020-06-01:14:00;40;29047;509838
"2020-06-01:15:00;45;33801;557751
"2020-06-01:16:00;60;43679;530171
"2020-06-01:17:00;37;66217;418636
"2020-06-01:18:00;34;46777;308521
"2020-06-01:19:00;22;39692;259518
"2020-06-01:20:00;32;36053;224996
"2020-06-01:21:00;18;22780;129884
"2020-06-01:22:00;16;8352;84924
"2020-06-01:23:00;16;3267;67333
"2020-06-02:00:00;15;993;53166
"2020-06-02:01:00;13;763;28125
"2020-06-02:02:00;12;608;22150
"2020-06-02:03:00;14;597;21060
"2020-06-02:04:00;13;674;27189
"2020-06-02:05:00;13;528;22031
"2020-06-02:06:00;16;1328;29682
"2020-06-02:07:00;17;5583;83808
"2020-06-02:08:00;22;12228;184785
"2020-06-02:09:00;35;21852;373919
"2020-06-02:10:00;37;30373;527131
"2020-06-02:11:00;38;37853;548456
"2020-06-02:12:00;35;33351;494860
"2020-06-02:13:00;37;36336;504882
"2020-06-02:14:00;41;34623;528002
"2020-06-02:15:00;40;35970;550718
"2020-06-02:16:00;92;29637;518026
"2020-06-02:17:00;34;26046;463211
"2020-06-02:18:00;34;21567;368320
"2020-06-02:19:00;30;18611;315424
"2020-06-02:20:00;41;16697;274543
"2020-06-02:21:00;24;9606;151276
"2020-06-02:22:00;21;7468;81103
"2020-06-02:23:00;20;4127;94810
"2020-06-03:00:00;16;882;14903
"2020-06-03:01:00;18;544;12355
"2020-06-03:02:00;23;434;11814
"2020-06-03:03:00;14;377;10685
"2020-06-03:04:00;16;387;11005
"2020-06-03:05:00;14;454;12830
"2020-06-03:06:00;17;1328;22835
"2020-06-03:07:00;17;4807;69558
"2020-06-03:08:00;21;12182;205623
"2020-06-03:09:00;32;24429;438081
"2020-06-03:10:00;37;27916;509701
"2020-06-03:11:00;39;30375;540379
"2020-06-03:12:00;35;28056;487103
"2020-06-03:13:00;36;27785;504636
"2020-06-03:14:00;40;29208;539521
"2020-06-03:15:00;41;29780;540855
"2020-06-03:16:00;60;28003;503776
"2020-06-03:17:00;35;27521;449751
"2020-06-03:18:00;28;22460;349873
"2020-06-03:19:00;25;19131;311946
"2020-06-03:20:00;35;15125;258426
"2020-06-03:21:00;20;12100;157695
"2020-06-03:22:00;16;8784;86471
"2020-06-03:23:00;16;2627;46335
"2020-06-04:00:00;17;1939;73652
"2020-06-04:01:00;20;755;17687
"2020-06-04:02:00;14;507;12309
"2020-06-04:03:00;20;464;12062
"2020-06-04:04:00;14;405;11808
"2020-06-04:05:00;16;497;12783
"2020-06-04:06:00;14;1097;20436
"2020-06-04:07:00;17;6480;78478
"2020-06-04:08:00;20;14746;214537
"2020-06-04:09:00;32;21301;407672
"2020-06-04:10:00;37;27521;498485
"2020-06-04:11:00;37;31301;557317
"2020-06-04:12:00;36;30233;523634
"2020-06-04:13:00;36;28294;517937
"2020-06-04:14:00;36;29716;528464
"2020-06-04:15:00;34;29032;557620
"2020-06-04:16:00;94;30198;517722
"2020-06-04:17:00;40;27572;466312
"2020-06-04:18:00;33;20581;356073
"2020-06-04:19:00;32;18454;306299
"2020-06-04:20:00;36;16213;271863
"2020-06-04:21:00;21;12437;158045
"2020-06-04:22:00;21;5116;80125
"2020-06-04:23:00;18;2876;46308
"2020-06-05:00:00;22;1613;63584
"2020-06-05:01:00;19;1079;48501
"2020-06-05:02:00;18;654;26584
"2020-06-05:03:00;17;567;24799
"2020-06-05:04:00;14;776;33408
"2020-06-05:05:00;16;722;27382
"2020-06-05:06:00;16;1416;33461
"2020-06-05:07:00;17;5764;77655
"2020-06-05:08:00;22;11825;199770
"2020-06-05:09:00;34;25031;408809
"2020-06-05:10:00;37;32573;490428
"2020-06-05:11:00;38;29270;498477
"2020-06-05:12:00;36;35088;507899
"2020-06-05:13:00;40;31370;512035
"2020-06-05:14:00;39;34318;547553
"2020-06-05:15:00;40;32143;549161
"2020-06-05:16:00;94;32367;511630
"2020-06-05:17:00;41;32448;447387
"2020-06-05:18:00;28;21245;339101
"2020-06-05:19:00;22;16247;273863
"2020-06-05:20:00;28;14505;255727
"2020-06-05:21:00;16;10183;138111
"2020-06-05:22:00;15;6746;90288
"2020-06-05:23:00;12;3599;69339
"2020-06-06:00:00;15;950;13545
"2020-06-06:01:00;12;388;8960
"2020-06-06:02:00;12;278;8117
"2020-06-06:03:00;16;252;7712
"2020-06-06:04:00;12;234;7868
"2020-06-06:05:00;12;270;8346
"2020-06-06:06:00;12;686;14234
"2020-06-06:07:00;13;5839;48825
"2020-06-06:08:00;16;8338;136073
"2020-06-06:09:00;25;16478;328582
"2020-06-06:10:00;30;24207;475418
"2020-06-06:11:00;32;24999;481618
"2020-06-06:12:00;33;23134;430634
"2020-06-06:13:00;28;20341;369278
"2020-06-06:14:00;28;18838;334187
"2020-06-06:15:00;26;17491;314759
"2020-06-06:16:00;22;13997;193183
"2020-06-06:17:00;19;11630;155143
"2020-06-06:18:00;19;10246;138831
"2020-06-06:19:00;18;8884;122616
"2020-06-06:20:00;18;9070;149421
"2020-06-06:21:00;13;19255;141408
"2020-06-06:22:00;12;22407;146522
"2020-06-06:23:00;14;19099;123522
"2020-06-07:00:00;13;15710;84440
"2020-06-07:01:00;12;16423;80099
"2020-06-07:02:00;11;6851;39014
"2020-06-07:03:00;13;1035;10264
"2020-06-07:04:00;12;971;10258
"2020-06-07:05:00;11;824;10652
"2020-06-07:06:00;11;1149;14078
"2020-06-07:07:00;12;2634;32913
"2020-06-07:08:00;12;6641;59902
"2020-06-07:09:00;14;7618;85659
"2020-06-07:10:00;15;9791;99970
"2020-06-07:11:00;15;15271;143478
"2020-06-07:12:00;16;26238;203570
"2020-06-07:13:00;15;23964;191050
"2020-06-07:14:00;17;25948;183351
"2020-06-07:15:00;15;17724;190020
"2020-06-07:16:00;18;14780;193085
"2020-06-07:17:00;19;13871;192482
"2020-06-07:18:00;17;10462;200806
"2020-06-07:19:00;18;10588;187310
"2020-06-07:20:00;18;11911;154000
"2020-06-07:21:00;13;8185;142763
"2020-06-07:22:00;13;2611;54420
"2020-06-07:23:00;14;1506;29435
"2020-06-08:00:00;13;683;19324
"2020-06-08:01:00;12;569;21452
"2020-06-08:02:00;21;697;24308
"2020-06-08:03:00;14;596;23968
"2020-06-08:04:00;15;665;27555
"2020-06-08:05:00;12;598;24400
"2020-06-08:06:00;12;1338;32793
"2020-06-08:07:00;14;6364;75779
"2020-06-08:08:00;19;11254;199234
"2020-06-08:09:00;29;23088;443269
"2020-06-08:10:00;35;27452;544328
"2020-06-08:11:00;38;32124;608791
"2020-06-08:12:00;37;32732;546021
"2020-06-08:13:00;34;28768;582773
"2020-06-08:14:00;39;30141;577249
"2020-06-08:15:00;38;32132;580837
"2020-06-08:16:00;97;31456;561989
"2020-06-08:17:00;39;27524;520750
"2020-06-08:18:00;33;22116;389144
"2020-06-08:19:00;34;19062;319961
"2020-06-08:20:00;36;15205;274236
"2020-06-08:21:00;23;10750;152313
"2020-06-08:22:00;16;6177;81416
"2020-06-08:23:00;13;3737;96251
"2020-06-09:00:00;11;996;15398
"2020-06-09:01:00;11;515;11919
"2020-06-09:02:00;16;440;12248
"2020-06-09:03:00;13;445;11269
"2020-06-09:04:00;13;425;10912
"2020-06-09:05:00;13;475;11713
"2020-06-09:06:00;13;1575;23150
"2020-06-09:07:00;15;5484;95575
"2020-06-09:08:00;19;11906;215338
"2020-06-09:09:00;35;24619;445382
"2020-06-09:10:00;42;28601;517130
"2020-06-09:11:00;40;29517;589834
"2020-06-09:12:00;32;27369;512881
"2020-06-09:13:00;36;28431;525198
"2020-06-09:14:00;40;29596;556892
"2020-06-09:15:00;42;29850;577150
"2020-06-09:16:00;83;29948;551065
"2020-06-09:17:00;35;33959;477964
"2020-06-09:18:00;30;31065;372058
"2020-06-09:19:00;30;18443;321339
"2020-06-09:20:00;26;16953;275662
"2020-06-09:21:00;15;10095;156215
"2020-06-09:22:00;13;4562;66619
"2020-06-09:23:00;17;2547;40839
"2020-06-10:00:00;16;2067;68482
"2020-06-10:01:00;13;700;39791
"2020-06-10:02:00;16;597;23827
"2020-06-10:03:00;35;579;23447
"2020-06-10:04:00;20;563;29527
"2020-06-10:05:00;13;530;23589
"2020-06-10:06:00;14;1426;34116
"2020-06-10:07:00;16;5724;92513
"2020-06-10:08:00;22;12159;210544
"2020-06-10:09:00;50;24957;448352
"2020-06-10:10:00;46;29575;507161
"2020-06-10:11:00;42;34486;579483
"2020-06-10:12:00;39;29114;528391
"2020-06-10:13:00;38;31899;539753
"2020-06-10:14:00;38;30082;547298
"2020-06-10:15:00;47;30675;567670
"2020-06-10:16:00;100;28728;525880
"2020-06-10:17:00;42;27213;495056
"2020-06-10:18:00;33;22650;372025
"2020-06-10:19:00;29;19746;307018
"2020-06-10:20:00;30;16204;263632
"2020-06-10:21:00;21;10684;150254
"2020-06-10:22:00;16;6333;117163
"2020-06-10:23:00;14;3775;49976
"2020-06-11:00:00;19;0;0
"2020-06-11:01:00;17;665;14104
"2020-06-11:02:00;17;545;12897
"2020-06-11:03:00;16;495;12415
"2020-06-11:04:00;26;486;12559
"2020-06-11:05:00;16;460;12275
"2020-06-11:06:00;16;1141;22077
"2020-06-11:07:00;18;4872;76571
"2020-06-11:08:00;22;9911;157031
"2020-06-11:09:00;26;18255;292898
"2020-06-11:10:00;29;22000;331314
"2020-06-11:11:00;26;24917;402214
"2020-06-11:12:00;28;24343;376456
"2020-06-11:13:00;32;24435;372864
"2020-06-11:14:00;30;24317;380964
"2020-06-11:15:00;33;23130;370821
"2020-06-11:16:00;54;22175;343727
"2020-06-11:17:00;31;19521;311869
"2020-06-11:18:00;26;17534;282238
"2020-06-11:19:00;25;16249;266032
"2020-06-11:20:00;28;12729;215532
"2020-06-11:21:00;18;8849;133231
"2020-06-11:22:00;20;4692;69102
"2020-06-11:23:00;13;4055;111753
"2020-06-12:00:00;14;1095;53787
"2020-06-12:01:00;16;851;19305
"2020-06-12:02:00;17;559;13421
"2020-06-12:03:00;17;519;12834
"2020-06-12:04:00;19;523;12291
"2020-06-12:05:00;15;535;13280
"2020-06-12:06:00;14;1264;23061
"2020-06-12:07:00;17;4316;57118
"2020-06-12:08:00;24;11717;189241
"2020-06-12:09:00;31;0;0